2, 100, 0.000000
2, 200, 0.062500
2, 400, 0.343750
2, 600, 1.281250
2, 800, 3.781250
2, 1000, 8.375000
2, 1500, 39.468750
2, 2000, 106.921875
4, 100, 0.000000
4, 200, 0.062500
4, 400, 0.453125
4, 600, 1.484375
4, 800, 3.750000
4, 1000, 9.453125
4, 1500, 47.609375
4, 2000, 140.578125
10, 100, 0.031250
10, 200, 0.093750
10, 400, 0.687500
10, 600, 2.546875
10, 800, 10.109375
10, 1000, 23.640625
10, 1500, 86.765625
10, 2000, 236.406250
2, 100, 0.000000
2, 200, 0.031250
2, 400, 0.343750
2, 600, 1.234375
2, 800, 3.718750
2, 1000, 8.359375
2, 1500, 39.890625
2, 2000, 108.953125
4, 100, 0.000000
4, 200, 0.062500
4, 400, 0.343750
4, 600, 1.375000
4, 800, 4.359375
4, 1000, 9.656250
4, 1500, 48.500000
4, 2000, 139.109375
10, 100, 0.000000
10, 200, 0.109375
10, 400, 0.593750
10, 600, 2.140625
10, 800, 9.203125
10, 1000, 22.593750
10, 1500, 87.687500
10, 2000, 234.046875
2, 100, 0.000000
2, 200, 0.031250
2, 400, 0.375000
2, 600, 1.281250
2, 800, 3.625000
2, 1000, 8.406250
2, 1500, 39.812500
2, 2000, 109.515625
4, 100, 0.000000
4, 200, 0.015625
4, 400, 0.500000
4, 600, 1.484375
4, 800, 4.093750
4, 1000, 9.171875
4, 1500, 50.062500
4, 2000, 142.812500
10, 100, 0.000000
10, 200, 0.125000
10, 400, 0.593750
10, 600, 2.781250
10, 800, 10.203125
10, 1000, 23.265625
10, 1500, 89.578125
10, 2000, 232.906250
2, 100, 0.000000
2, 200, 0.031250
2, 400, 0.343750
2, 600, 1.250000
2, 800, 3.546875
2, 1000, 8.187500
2, 1500, 39.125000
2, 2000, 107.093750
4, 100, 0.000000
4, 200, 0.031250
4, 400, 0.312500
4, 600, 1.265625
4, 800, 3.812500
4, 1000, 10.625000
4, 1500, 48.781250
4, 2000, 141.515625
10, 100, 0.015625
10, 200, 0.000000
10, 400, 0.625000
10, 600, 2.546875
10, 800, 10.093750
10, 1000, 23.578125
10, 1500, 86.390625
10, 2000, 230.953125
2, 100, 0.000000
2, 200, 0.062500
2, 400, 0.343750
2, 600, 1.218750
2, 800, 3.593750
2, 1000, 8.437500
2, 1500, 39.703125
2, 2000, 107.796875
4, 100, 0.046875
4, 200, 0.062500
4, 400, 0.468750
4, 600, 1.562500
4, 800, 4.515625
4, 1000, 9.015625
4, 1500, 49.406250
4, 2000, 139.421875
10, 100, 0.000000
10, 200, 0.000000
10, 400, 0.656250
10, 600, 2.765625
10, 800, 10.296875
10, 1000, 23.953125
10, 1500, 86.593750
10, 2000, 228.218750
2, 100, 0.000000
2, 200, 0.031250
2, 400, 0.375000
2, 600, 1.250000
2, 800, 3.562500
2, 1000, 8.390625
2, 1500, 40.421875
2, 2000, 108.093750
4, 100, 0.046875
4, 200, 0.093750
4, 400, 0.328125
4, 600, 1.234375
4, 800, 3.640625
4, 1000, 9.390625
4, 1500, 49.000000
4, 2000, 138.812500
10, 100, 0.000000
10, 200, 0.078125
10, 400, 0.593750
10, 600, 2.750000
10, 800, 10.093750
10, 1000, 23.593750
10, 1500, 85.718750
10, 2000, 233.125000
2, 100, 0.000000
2, 200, 0.031250
2, 400, 0.343750
2, 600, 1.281250
2, 800, 3.546875
2, 1000, 8.375000
2, 1500, 40.359375
2, 2000, 106.875000
4, 100, 0.000000
4, 200, 0.031250
4, 400, 0.453125
4, 600, 1.343750
4, 800, 3.625000
4, 1000, 9.296875
4, 1500, 49.375000
4, 2000, 141.250000
10, 100, 0.000000
10, 200, 0.015625
10, 400, 0.671875
10, 600, 2.578125
10, 800, 10.156250
10, 1000, 23.937500
10, 1500, 90.828125
10, 2000, 233.203125
2, 100, 0.000000
2, 200, 0.031250
2, 400, 0.375000
2, 600, 1.281250
2, 800, 3.593750
2, 1000, 8.343750
2, 1500, 40.656250
2, 2000, 108.921875
4, 100, 0.000000
4, 200, 0.000000
4, 400, 0.468750
4, 600, 1.515625
4, 800, 4.171875
4, 1000, 8.781250
4, 1500, 49.109375
4, 2000, 138.906250
10, 100, 0.031250
10, 200, 0.109375
10, 400, 0.640625
10, 600, 2.640625
10, 800, 10.328125
10, 1000, 24.453125
10, 1500, 87.109375
10, 2000, 227.968750
2, 100, 0.000000
2, 200, 0.031250
2, 400, 0.375000
2, 600, 1.281250
2, 800, 3.500000
2, 1000, 8.484375
2, 1500, 40.375000
2, 2000, 107.281250
4, 100, 0.015625
4, 200, 0.062500
4, 400, 0.406250
4, 600, 1.375000
4, 800, 4.906250
4, 1000, 9.703125
4, 1500, 52.781250
4, 2000, 140.875000
10, 100, 0.000000
10, 200, 0.031250
10, 400, 0.687500
10, 600, 2.718750
10, 800, 10.140625
10, 1000, 23.656250
10, 1500, 86.937500
10, 2000, 227.593750
2, 100, 0.000000
2, 200, 0.062500
2, 400, 0.343750
2, 600, 1.250000
2, 800, 3.593750
2, 1000, 8.406250
2, 1500, 39.937500
2, 2000, 110.468750
4, 100, 0.000000
4, 200, 0.062500
4, 400, 0.375000
4, 600, 1.265625
4, 800, 3.984375
4, 1000, 10.218750
4, 1500, 48.656250
4, 2000, 136.625000
10, 100, 0.000000
10, 200, 0.093750
10, 400, 0.562500
10, 600, 2.406250
10, 800, 10.093750
10, 1000, 22.968750
10, 1500, 88.218750
10, 2000, 230.468750
